LOCATION,TIME,Average Wages,Hours worked,Education,Pollution,GDP,Happiness,Social spending,Employment rate,Alcohol,Smokers,Cancer,Suicide,LifeAtOld,LifeAtBirth,Obese
GRC,2012,39.1,99.6,28108.0,1966.0,25284.4,5.1,6423.2,50.8,7.6,,198.2,4.2,195,80.7,
GRC,2013,39.8,99.6,26289.8,1970.0,26097.8,4.7,5843.6,48.8,7.5,,200.4,4.5,"2,015",81.4,
GRC,2014,40.2,99.6,26803.2,1933.0,26838.6,4.8,5945.9,49.4,7.0,27.3,199.0,4.7,"2,025",81.5,56.2
GRC,2015,41.2,99.6,26585.1,1943.0,26902.3,5.6,6027.6,50.8,6.6,,199.5,4.4,199,81.1,
GRC,2016,41.4,99.6,26506.1,1942.0,27273.9,5.3,,52.0,6.5,,199.2,4.0,203,81.5,
GRC,2017,41.7,99.6,26486.3,1956.0,28579.7,5.1,,53.5,,,,,200,81.4,55.0
GTM,2007,,,,,,6.3,,,,,,,,,
GTM,2008,,,,,,6.4,,,,,,,,,
GTM,2009,,,,,,6.5,,,,,,,,,
GTM,2010,,100.0,,,,6.3,,,,,,,,,
GTM,2011,,100.0,,,,5.7,,,,,,,,,
GTM,2012,,100.0,,,,5.9,,,,,,,,,
GTM,2013,,100.0,,,,6.0,,,,,,,,,
GTM,2014,,100.0,,,,6.5,,,,,,,,,
GTM,2015,,100.0,,,,6.5,,,,,,,,,
GTM,2016,,100.0,,,,6.4,,,,,,,,,
GTM,2017,,100.0,,,,6.3,,,,,,,,,
GUY,2007,,,,,,6.0,,,,,,,,,
HKG,2008,,,,,,5.1,,,,,,,,,
HKG,2009,,,,,,5.4,,,,,,,,,
HKG,2010,,99.4,,,,5.6,,,,,,,,,
HKG,2011,,99.4,,,,5.5,,,,,,,,,
HKG,2012,,99.4,,,,5.5,,,,,,,,,
HKG,2013,,99.4,,,,,,,,,,,,,
HKG,2014,,99.4,,,,5.5,,,,,,,,,
HKG,2015,,99.4,,,,,,,,,,,,,
HKG,2016,,99.4,,,,5.5,,,,,,,,,
HKG,2017,,99.4,,,,5.4,,,,,,,,,
HND,2007,,,,,,5.1,,,,,,,,,
HND,2008,,,,,,5.4,,,,,,,,,
HND,2009,,,,,,6.0,,,,,,,,,
HND,2010,,99.8,,,,5.9,,,,,,,,,
HND,2011,,99.8,,,,5.0,,,,,,,,,
HND,2012,,99.8,,,,4.6,,,,,,,,,
HND,2013,,99.8,,,,4.7,,,,,,,,,
HND,2014,,99.8,,,,5.1,,,,,,,,,
HND,2015,,99.8,,,,4.8,,,,,,,,,
HND,2016,,99.8,,,,5.6,,,,,,,,,
HND,2017,,99.8,,,,6.0,,,,,,,,,
HRV,2007,,,,,19324.2,5.8,,,,,,,,,
HRV,2008,,,,,20831.5,,,,,,,,,,
HRV,2009,,,,,20029.5,5.4,,,,,,,,,
HRV,2010,,98.2,,,19776.2,5.6,,,,,,,,,
HRV,2011,,98.2,,,20747.4,5.4,,,,,,,,,
HRV,2012,,98.2,,,21149.2,6.0,,,,,,,,,
HRV,2013,,98.2,,,21813.2,5.9,,,,,,,,,
HRV,2014,,98.2,,,22089.2,5.4,,,,,,,,,
HRV,2015,,98.2,,,22984.2,5.2,,,,,,,,,
HRV,2016,,97.8,,,24535.7,5.4,,,,,,,,,
HRV,2017,,97.8,,,26261.7,5.3,,,,,,,,,
HTI,2008,,,,,,3.8,,,,,,,,,
HTI,2010,,99.8,,,,3.8,,,,,,,,,
HTI,2011,,99.8,,,,4.8,,,,,,,,,
HTI,2012,,99.8,,,,4.4,,,,,,,,,
HTI,2013,,99.8,,,,4.6,,,,,,,,,
HTI,2014,,99.8,,,,3.9,,,,,,,,,
HTI,2015,,99.8,,,,3.6,,,,,,,,,
HTI,2016,,99.8,,,,3.4,,,,,,,,,
HTI,2017,,99.8,,,,3.8,,,,,,,,,
HUN,2007,61.2,,21951.7,1795.0,19030.1,5.0,5071.3,57.0,12.6,,293.0,23.3,"1,575",73.6,
HUN,2008,60.5,,22199.5,1798.0,20678.7,,5178.8,56.4,11.8,,294.7,23.4,160,74.2,
HUN,2009,60.7,,21364.5,1781.0,20651.8,4.9,4972.9,55.0,11.5,26.5,295.5,23.3,161,74.4,61.6
HUN,2009,60.7,,21364.5,1781.0,20651.8,4.9,4972.9,55.0,11.5,26.5,295.5,23.3,161,74.4,54.1
HUN,2010,61.2,100.0,21617.8,1777.0,21534.9,4.7,4965.4,55.0,10.8,,292.2,23.4,"1,615",74.7,
HUN,2011,60.6,100.0,21604.2,1769.9,22841.2,4.9,4913.2,55.4,11.4,,291.1,22.8,163,75.0,
HUN,2012,60.1,100.0,20852.3,1750.0,23094.5,4.7,4922.5,56.7,11.1,,293.3,22.0,162,75.2,
HUN,2013,60.0,100.0,20893.4,1744.6,24464.1,4.9,4950.5,58.1,10.6,,286.3,19.4,"1,645",75.7,
HUN,2014,59.7,100.0,20707.5,1751.7,25518.2,5.2,5004.3,61.8,10.9,25.8,282.7,17.8,166,75.9,62.3
HUN,2014,59.7,100.0,20707.5,1751.7,25518.2,5.2,5004.3,61.8,10.9,25.8,282.7,17.8,166,75.9,54.5
HUN,2015,59.0,100.0,20150.1,1748.7,26356.3,5.3,5031.1,64.0,10.8,,280.1,17.3,"1,635",75.7,
HUN,2016,59.6,100.0,21077.6,1760.0,26851.6,5.4,,66.5,11.1,,278.8,16.2,"1,665",76.2,
HUN,2017,60.0,100.0,22492.7,1741.3,28798.6,6.1,,68.2,,,275.4,15.1,"1,645",75.9,
IDN,2007,19.4,,,,7849.8,5.1,,,0.1,,,,,67.6,
IDN,2008,14.1,,,,8358.0,4.8,,,0.1,,,,,67.8,
IDN,2009,21.4,,,,8505.5,5.5,,,0.1,,,,,68.0,
IDN,2010,22.3,95.8,,,8401.7,5.5,,,0.1,36.3,,,,68.2,
IDN,2011,22.9,97.4,,,8973.6,5.2,,,0.1,,,,,68.4,
IDN,2012,22.7,98.4,,,9554.3,5.4,,,0.1,37.9,,,,68.6,
IDN,2013,23.3,93.3,,,10108.4,5.3,,,0.3,,,,,68.7,
IDN,2014,23.9,93.8,,,10661.6,5.6,,,0.3,,,,,68.9,25.0
IDN,2015,24.9,95.2,,,11156.9,5.0,,,0.3,39.9,,,,69.1,
IDN,2016,25.7,94.8,,,11714.4,5.1,,,0.3,,,,,69.3,
IDN,2017,26.0,94.8,,,12380.7,5.1,,,,,,,,69.4,
IND,2007,,,,,3585.8,5.0,,,1.6,,,,,65.4,
IND,2008,,,,,3745.8,5.1,,,1.9,,,,,65.8,
IND,2009,,,,,4038.3,4.5,,,2.5,,,,,66.3,
IND,2010,,99.9,,,4414.1,5.0,,,2.7,13.7,,,,66.7,
IND,2011,18.1,99.9,,,4739.4,4.6,,,3.0,,,,,67.1,
IND,2012,,99.9,,,5028.2,4.7,,,3.1,12.6,,,,67.4,
IND,2013,,99.9,,,5366.2,4.4,,,3.1,,,,,67.8,
IND,2014,,99.9,,,5793.2,4.4,,,3.0,,,,,68.1,
IND,2015,,99.9,,,6254.6,4.3,,,3.0,11.2,,,,68.4,
IND,2016,,99.9,,,6701.3,4.2,,,3.0,,,,,68.6,
IND,2017,,99.9,,,,4.0,,,,,,,,68.9,
IRL,2007,35.3,,43479.1,1763.0,46746.5,,8060.8,71.7,13.2,24.0,240.3,10.4,"1,855",79.7,61.0
IRL,2007,35.3,,43479.1,1763.0,46746.5,,8060.8,71.7,13.2,24.0,240.3,10.4,"1,855",79.7,51.0
IRL,2008,35.6,,44888.4,1743.0,44219.8,7.6,8949.0,69.7,12.2,,242.4,11.5,"1,855",80.2,
IRL,2009,35.3,,48160.0,1713.0,41587.1,7.0,10142.5,63.6,11.0,,242.5,11.7,"1,905",80.3,
IRL,2010,35.2,52.5,48697.7,1702.0,43298.7,7.3,10638.7,61.0,11.6,,225.3,10.8,"1,925",80.8,
IRL,2011,35.5,60.3,48764.7,1702.0,44870.5,7.0,10516.2,60.0,11.7,,237.2,12.2,194,80.8,
IRL,2012,34.9,31.6,48153.4,1707.0,46277.6,7.0,10350.2,59.9,11.5,,228.7,12.1,"1,935",80.9,
IRL,2013,35.3,29.1,46724.8,1720.0,47936.4,6.8,9968.1,61.7,10.6,,227.0,10.9,"1,945",81.0,
IRL,2014,37.8,6.0,46314.7,1731.0,51125.9,7.0,9902.5,63.1,10.8,,226.7,10.7,"1,975",81.4,
IRL,2015,37.0,5.2,47244.9,1741.0,69147.0,6.8,9397.8,64.8,10.7,19.0,219.2,9.3,197,81.5,61.0
IRL,2015,37.0,5.2,47244.9,1741.0,69147.0,6.8,9397.8,64.8,10.7,19.0,219.2,9.3,197,81.5,53.0
IRL,2016,,2.3,47709.0,1739.0,70616.4,7.0,,66.4,11.2,19.0,,,"1,985",81.8,
IRL,2017,36.3,2.3,47302.8,1738.0,77679.0,7.1,,67.7,11.0,18.0,,,202,82.2,62.0
IRN,2007,,,,,,5.3,,,,,,,,,
IRN,2008,,,,,,5.1,,,,,,,,,
IRN,2010,,99.9,,,,,,,,,,,,,
IRN,2011,,99.9,,,,4.8,,,,,,,,,
IRN,2012,,99.9,,,,4.6,,,,,,,,,
IRN,2013,,99.9,,,,5.1,,,,,,,,,
IRN,2014,,99.9,,,,4.7,,,,,,,,,
IRN,2015,,99.9,,,,4.7,,,,,,,,,
IRN,2016,,99.9,,,,4.7,,,,,,,,,
IRN,2017,,99.9,,,,4.7,,,,,,,,,
IRQ,2008,,,,,,4.6,,,,,,,,,
IRQ,2009,,,,,,4.8,,,,,,,,,
IRQ,2010,,100.0,,,,5.1,,,,,,,,,
IRQ,2011,,100.0,,,,4.7,,,,,,,,,
IRQ,2012,,100.0,,,,4.7,,,,,,,,,
IRQ,2013,,100.0,,,,4.7,,,,,,,,,
IRQ,2014,,100.0,,,,4.5,,,,,,,,,
IRQ,2015,,100.0,,,,4.5,,,,,,,,,
IRQ,2016,,100.0,,,,4.4,,,,,,,,,
IRQ,2017,,100.0,,,,4.5,,,,,,,,,
ISL,2007,38.4,,59636.2,1608.0,41182.2,,6281.2,85.2,7.5,19.0,221.8,12.0,197,81.5,60.2
ISL,2008,37.5,,52850.9,1610.0,43049.0,6.9,6412.2,83.6,7.2,17.6,212.9,12.4,195,81.7,
ISL,2009,37.1,,44701.1,1523.0,41813.3,,6884.8,78.3,7.2,15.4,209.3,11.8,198,81.8,
ISL,2010,38.1,23.4,45951.9,1514.0,39582.1,,6514.0,78.2,6.8,14.2,208.8,14.8,199,82.0,58.5
ISL,2011,37.0,23.6,48156.2,1524.0,40769.0,,6670.8,78.5,6.8,14.3,208.5,8.7,202,82.4,
ISL,2012,35.8,7.0,48049.7,1510.0,41928.4,7.6,6580.7,79.7,6.8,13.8,202.7,11.6,208,83.0,63.3
ISL,2013,36.1,6.9,48858.2,1510.0,44152.6,7.5,6609.8,81.1,6.8,11.4,199.2,16.0,200,82.1,
ISL,2014,36.2,6.4,49471.5,1503.0,45712.8,,6733.7,83.0,7.0,12.6,205.1,13.8,"2,085",82.9,
ISL,2015,35.9,6.4,53261.7,1504.0,48856.6,7.5,6589.2,84.7,7.7,10.9,194.4,12.3,204,82.5,57.6
ISL,2016,37.5,5.9,58131.1,1494.0,52340.5,7.5,,86.5,7.5,10.2,212.5,12.1,200,82.3,
ISL,2017,34.8,5.7,64415.1,1483.0,55330.1,7.5,,86.1,7.7,9.4,183.9,9.7,206,82.7,65.4
ISR,2007,36.8,,37025.4,1966.5,27341.5,6.8,4038.4,58.9,2.3,,198.4,5.3,"1,915",80.6,
ISR,2008,37.3,,36073.7,1963.3,27275.3,7.3,4129.3,59.8,2.5,18.7,196.3,5.7,196,81.0,47.7
ISR,2009,36.9,,35294.3,1962.5,27514.3,7.4,4266.8,59.2,2.6,,186.2,6.2,"1,985",81.5,
ISR,2010,36.5,100.0,34997.4,1956.5,28872.4,7.4,4452.3,60.2,2.6,18.5,189.2,7.4,"2,005",81.7,49.8
ISR,2011,36.6,100.0,35274.9,1947.2,30550.7,7.4,4522.5,60.9,2.7,,180.9,6.2,200,81.7,
ISR,2012,38.1,100.0,33166.7,1918.8,31707.0,7.1,4628.4,66.5,2.8,,183.8,6.4,199,81.8,
ISR,2013,37.6,100.0,33428.2,1908.2,34160.4,7.3,4729.1,67.1,2.9,16.2,179.8,5.5,"2,025",82.1,51.8
ISR,2014,36.8,100.0,33516.0,1894.5,34228.1,7.4,4808.6,67.9,2.7,17.1,178.8,5.5,"2,035",82.2,54.5
ISR,2015,36.7,100.0,34481.7,1895.4,35449.5,7.1,4852.4,68.3,2.6,,177.1,4.9,202,82.1,50.9
ISR,2016,36.9,100.0,35701.4,1922.1,37474.7,7.2,4928.0,68.6,2.6,19.6,171.4,5.4,"2,055",82.5,53.1
ISR,2017,36.5,100.0,36678.7,1918.0,38882.1,7.3,5171.6,69.0,,16.9,,,206,82.6,50.1
ITA,2007,38.7,,38448.9,1818.2,33794.6,6.6,8968.3,58.6,7.2,22.4,215.1,5.7,198,81.5,45.5
ITA,2008,39.0,,38488.6,1807.0,35154.8,6.8,9151.1,58.6,6.8,22.4,212.2,5.8,198,81.6,45.5
ITA,2009,39.8,,38680.9,1775.7,34234.2,6.3,9293.4,57.4,6.4,23.3,210.6,5.9,"1,995",81.7,46.3
ITA,2010,40.4,97.8,39051.1,1777.3,34685.0,6.4,9417.1,56.8,7.0,23.1,207.1,5.8,202,82.1,46.0
ITA,2011,41.1,98.1,38438.7,1773.3,35935.5,6.1,9323.7,56.8,7.0,22.5,207.3,6.2,"2,035",82.3,45.8
ITA,2012,41.5,97.5,37279.1,1734.2,35757.0,5.8,9283.3,56.6,7.5,22.1,205.4,6.3,203,82.3,46.0
ITA,2013,41.9,97.1,37338.3,1719.5,35885.4,6.0,9266.8,55.5,7.4,21.1,199.3,6.3,"2,075",82.8,45.8
ITA,2014,42.4,96.4,37481.9,1717.1,36070.8,6.0,9320.3,55.7,7.6,19.7,195.9,6.0,210,83.2,46.4
ITA,2015,42.3,96.6,37793.1,1718.0,36836.4,5.8,9456.9,56.3,7.1,19.8,194.4,5.7,"2,055",82.6,45.2
ITA,2016,42.4,94.5,38059.9,1721.7,39045.2,6.0,,57.2,7.6,20.0,,,"2,115",83.3,45.9
ITA,2017,42.2,94.7,37696.6,1719.0,40981.3,6.2,,58.0,,19.9,,,208,83.0,46.0
JAM,2010,,98.7,,,,,,,,,,,,,
JAM,2011,,98.7,,,,5.4,,,,,,,,,
JAM,2012,,98.7,,,,,,,,,,,,,
JAM,2013,,98.7,,,,5.7,,,,,,,,,
JAM,2014,,98.7,,,,5.3,,,,,,,,,
JAM,2015,,98.7,,,,,,,,,,,,,
JAM,2016,,98.7,,,,,,,,,,,,,
JAM,2017,,98.7,,,,5.9,,,,,,,,,
JOR,2007,,,,,,5.6,,,,,,,,,
JOR,2008,,,,,,4.9,,,,,,,,,
JOR,2009,,,,,,6.0,,,,,,,,,
JOR,2010,,100.0,,,,5.6,,,,,,,,,
JOR,2011,,100.0,,,,5.5,,,,,,,,,
JOR,2012,,100.0,,,,5.1,,,,,,,,,
JOR,2013,,100.0,,,,5.2,,,,,,,,,
JOR,2014,,100.0,,,,5.3,,,,,,,,,
JOR,2015,,100.0,,,,5.4,,,,,,,,,
JOR,2016,,100.0,,,,5.3,,,,,,,,,
JOR,2017,,100.0,,,,4.8,,,,,,,,,
JPN,2007,,,39872.6,1785.0,34507.2,6.2,6406.8,70.8,7.7,24.1,191.9,22.1,211,82.6,24.8
JPN,2008,,,39848.0,1771.0,34803.7,5.9,6622.9,70.9,7.5,21.8,190.4,21.8,211,82.7,24.2
JPN,2009,,,39470.3,1714.0,33202.0,5.8,7161.8,70.2,7.4,23.4,186.1,22.2,"2,145",83.0,25.1
JPN,2010,,93.4,40175.2,1733.0,34994.4,6.1,7512.3,70.3,7.3,19.5,186.1,21.2,"2,125",82.9,25.3
JPN,2011,,93.3,41082.1,1728.0,35775.3,6.3,7915.1,70.8,7.3,20.1,183.9,20.9,212,82.7,25.5
JPN,2012,,90.0,40380.4,1745.0,37213.8,6.0,8037.5,70.6,7.2,20.7,181.1,19.1,"2,135",83.2,23.7
JPN,2013,,90.4,40352.8,1734.0,39008.4,6.0,8149.7,71.8,7.4,19.3,179.0,18.7,"2,155",83.4,24.1
JPN,2014,,88.2,39633.3,1729.0,39183.5,5.9,8116.2,72.8,7.1,19.6,176.6,17.6,"2,175",83.7,24.7
JPN,2015,,89.0,39591.6,1719.0,40406.1,5.9,8214.1,73.4,7.2,18.2,173.8,16.6,218,83.9,23.8
JPN,2016,,79.4,40304.6,1714.0,41138.0,6.0,,74.4,7.2,18.3,171.5,15.2,220,84.1,25.4
JPN,2017,,80.6,40510.0,1709.0,41985.4,5.9,,75.3,7.2,17.7,,,220,84.2,25.9
KAZ,2007,,,,,,5.7,,,,,,,,,
KAZ,2008,,,,,,5.9,,,,,,,,,
KAZ,2009,,,,,,5.4,,,,,,,,,
KAZ,2010,,98.4,,,,5.5,,,,,,,,,
KAZ,2011,,98.4,,,,5.7,,,,,,,,,
KAZ,2012,,97.9,,,,5.8,,,,,,,,,
KAZ,2013,,97.4,,,,5.8,,,,,,,,,
KAZ,2014,,95.5,,,,6.0,,,,,,,,,
KAZ,2015,,95.9,,,,5.9,,,,,,,,,
KAZ,2016,,92.3,,,,5.5,,,,,,,,,
KAZ,2017,,92.2,,,,5.9,,,,,,,,,
KEN,2007,,,,,,4.6,,,,,,,,,
KEN,2008,,,,,,4.0,,,,,,,,,
KEN,2009,,,,,,4.3,,,,,,,,,
KEN,2010,,100.0,,,,4.3,,,,,,,,,
KEN,2011,,100.0,,,,4.4,,,,,,,,,
KEN,2012,,100.0,,,,4.5,,,,,,,,,
KEN,2013,,100.0,,,,3.8,,,,,,,,,
KEN,2014,,100.0,,,,4.9,,,,,,,,,
KEN,2015,,100.0,,,,4.4,,,,,,,,,
KEN,2016,,100.0,,,,4.4,,,,,,,,,
KEN,2017,,100.0,,,,4.5,,,,,,,,,
KGZ,2007,,,,,,4.7,,,,,,,,,
KGZ,2008,,,,,,4.7,,,,,,,,,
KGZ,2009,,,,,,5.1,,,,,,,,,
KGZ,2010,,100.0,,,,5.0,,,,,,,,,
KGZ,2011,,100.0,,,,4.9,,,,,,,,,
KGZ,2012,,100.0,,,,5.2,,,,,,,,,
KGZ,2013,,100.0,,,,5.4,,,,,,,,,
KGZ,2014,,99.0,,,,5.3,,,,,,,,,
KGZ,2015,,99.6,,,,4.9,,,,,,,,,
KGZ,2016,,97.5,,,,4.9,,,,,,,,,
KGZ,2017,,97.9,,,,5.6,,,,,,,,,
KHM,2007,,,,,,4.2,,,,,,,,,
KHM,2008,,,,,,4.5,,,,,,,,,
KHM,2009,,,,,,4.1,,,,,,,,,
KHM,2010,,100.0,,,,4.1,,,,,,,,,
KHM,2011,,100.0,,,,4.2,,,,,,,,,
KHM,2012,,100.0,,,,3.9,,,,,,,,,
KHM,2013,,100.0,,,,3.7,,,,,,,,,
KHM,2014,,100.0,,,,3.9,,,,,,,,,
KHM,2015,,100.0,,,,4.2,,,,,,,,,
KHM,2016,,100.0,,,,4.5,,,,,,,,,
KHM,2017,,100.0,,,,4.6,,,,,,,,,
KOR,2007,43.4,,34583.1,,27822.1,5.8,1986.0,64.1,9.3,24.0,203.6,28.7,181,79.2,31.0
KOR,2008,42.7,,34272.2,2228.0,28655.8,5.4,2172.0,64.0,9.5,26.3,199.5,29.0,185,79.6,30.1
KOR,2008,42.7,,34272.2,2228.0,28655.8,5.4,2172.0,64.0,9.5,26.3,199.5,29.0,185,79.6,21.4
KOR,2009,42.2,,34361.8,2174.0,28325.1,5.6,2421.0,63.0,8.9,25.6,193.8,33.8,189,80.0,30.5
KOR,2009,42.2,,34361.8,2174.0,28325.1,5.6,2421.0,63.0,8.9,25.6,193.8,33.8,189,80.0,22.3
KOR,2010,41.9,99.2,34955.6,2163.0,30365.3,6.1,2495.8,63.4,9.0,22.9,193.7,33.5,190,80.2,30.2
KOR,2010,41.9,99.2,34955.6,2163.0,30365.3,6.1,2495.8,63.4,9.0,22.9,193.7,33.5,190,80.2,22.6
KOR,2011,41.1,99.2,35294.6,2136.0,31228.3,6.9,2545.1,63.9,8.9,23.2,185.1,33.3,193,80.6,30.7
KOR,2011,41.1,99.2,35294.6,2136.0,31228.3,6.9,2545.1,63.9,8.9,23.2,185.1,33.3,193,80.6,23.3
KOR,2012,40.8,99.2,34864.2,2119.0,32097.1,6.0,2769.5,64.3,9.1,21.6,183.3,29.1,"1,935",80.9,31.8
KOR,2012,40.8,99.2,34864.2,2119.0,32097.1,6.0,2769.5,64.3,9.1,21.6,183.3,29.1,"1,935",80.9,24.1
KOR,2013,40.6,99.2,35528.8,2106.0,32615.7,6.0,3018.5,64.6,8.7,19.9,178.9,28.7,"1,975",81.4,31.5
KOR,2013,40.6,99.2,35528.8,2106.0,32615.7,6.0,3018.5,64.6,8.7,19.9,178.9,28.7,"1,975",81.4,24.4
KOR,2014,40.5,99.2,35321.1,2076.0,33587.4,5.8,3233.5,65.6,8.9,20.0,175.0,26.7,201,81.8,30.8
KOR,2014,40.5,99.2,35321.1,2076.0,33587.4,5.8,3233.5,65.6,8.9,20.0,175.0,26.7,201,81.8,25.0
KOR,2015,40.4,99.2,35949.1,2083.0,35760.7,5.8,3493.3,65.9,9.1,17.3,168.4,25.8,203,82.1,33.4
KOR,2015,40.4,99.2,35949.1,2083.0,35760.7,5.8,3493.3,65.9,9.1,17.3,168.4,25.8,203,82.1,26.1
KOR,2016,40.1,99.2,37165.1,2068.0,37142.6,6.0,3687.0,66.1,8.7,18.4,165.2,24.6,205,82.4,34.5
KOR,2016,40.1,99.2,37165.1,2068.0,37142.6,6.0,3687.0,66.1,8.7,18.4,165.2,24.6,205,82.4,27.3
KOR,2017,39.9,99.2,37849.4,2018.0,38839.4,5.9,3824.1,66.6,8.7,17.5,,,"2,065",82.7,33.7
KOR,2017,39.9,99.2,37849.4,2018.0,38839.4,5.9,3824.1,66.6,8.7,17.5,,,"2,065",82.7,27.7
KWT,2009,,,,,,6.6,,,,,,,,,
KWT,2010,,99.7,,,,6.8,,,,,,,,,
KWT,2011,,99.7,,,,6.4,,,,,,,,,
KWT,2012,,99.7,,,,6.2,,,,,,,,,
KWT,2013,,99.7,,,,6.5,,,,,,,,,
KWT,2014,,99.7,,,,6.2,,,,,,,,,
KWT,2015,,99.7,,,,6.1,,,,,,,,,
KWT,2016,,99.7,,,,5.9,,,,,,,,,
KWT,2017,,99.7,,,,6.1,,,,,,,,,
LAO,2007,,,,,,5.4,,,,,,,,,
LAO,2008,,,,,,5.0,,,,,,,,,
LAO,2010,,100.0,,,,,,,,,,,,,
LAO,2011,,100.0,,,,4.7,,,,,,,,,
LAO,2012,,100.0,,,,4.9,,,,,,,,,
LAO,2013,,100.0,,,,,,,,,,,,,
LAO,2014,,100.0,,,,,,,,,,,,,
LAO,2015,,100.0,,,,,,,,,,,,,
LAO,2016,,100.0,,,,,,,,,,,,,
LAO,2017,,100.0,,,,4.6,,,,,,,,,
LBN,2008,,,,,,4.6,,,,,,,,,
LBN,2009,,,,,,5.2,,,,,,,,,
LBN,2010,,100.0,,,,5.0,,,,,,,,,
LBN,2011,,100.0,,,,5.2,,,,,,,,,
LBN,2012,,100.0,,,,4.6,,,,,,,,,
LBN,2013,,100.0,,,,5.0,,,,,,,,,
LBN,2014,,100.0,,,,5.2,,,,,,,,,
LBN,2015,,100.0,,,,5.2,,,,,,,,,
LBN,2016,,100.0,,,,5.3,,,,,,,,,
LBN,2017,,100.0,,,,5.2,,,,,,,,,
LBR,2007,,,,,,3.7,,,,,,,,,
LBR,2008,,,,,,4.2,,,,,,,,,
LBR,2010,,99.6,,,,4.2,,,,,,,,,
LBR,2011,,99.6,,,,,,,,,,,,,
LBR,2012,,99.6,,,,,,,,,,,,,
LBR,2013,,99.6,,,,,,,,,,,,,
LBR,2014,,99.6,,,,4.6,,,,,,,,,
LBR,2015,,99.6,,,,2.7,,,,,,,,,
LBR,2016,,99.6,,,,3.4,,,,,,,,,
LBR,2017,,99.6,,,,4.4,,,,,,,,,
LBY,2010,,99.8,,,,,,,,,,,,,
LBY,2011,,99.8,,,,,,,,,,,,,
LBY,2012,,99.8,,,,5.8,,,,,,,,,
LBY,2013,,99.8,,,,,,,,,,,,,
LBY,2014,,99.8,,,,,,,,,,,,,
LBY,2015,,99.8,,,,5.6,,,,,,,,,
LBY,2016,,99.8,,,,5.4,,,,,,,,,
LBY,2017,,99.8,,,,5.6,,,,,,,,,
LIE,2010,,87.9,,,,,,,,,,,,,
LIE,2011,,98.3,,,,,,,,,,,,,
LIE,2012,,87.9,,,,,,,,,,,,,
LIE,2013,,86.8,,,,,,,,,,,,,
LIE,2014,,86.8,,,,,,,,,,,,,
LIE,2015,,85.6,,,,,,,,,,,,,
LIE,2016,,85.6,,,,,,,,,,,,,
LIE,2017,,85.6,,,,,,,,,,,,,
LKA,2007,,,,,,4.4,,,,,,,,,
LKA,2008,,,,,,4.4,,,,,,,,,
LKA,2009,,,,,,4.2,,,,,,,,,
LKA,2010,,99.8,,,,4.0,,,,,,,,,
LKA,2011,,99.8,,,,4.2,,,,,,,,,
LKA,2012,,99.8,,,,4.2,,,,,,,,,
LKA,2013,,99.8,,,,4.4,,,,,,,,,
